0,0.000199996000079998,1
0.0001,1.4060107730123,1
0.0002,4.10846080485499,1
0.0003,7.05219849559132,1
0.0004,10.1894274712019,1
0.0005,0.00709409728611896,1
0.0006,1.41324403569094,1
0.0007,4.11002738271946,1
0.0008,7.05361762755683,1
0.0009,8.71013689850852,1
0.001,0.00661810310643316,1
0.0011,2.81815037632962,1
0.0012,5.44782357024551,1
0.0013,7.253745318505,1
0.0014,8.90736424479261,1
0.0015,0.0064592132415184,1
0.0016,2.8180062695169,1
0.0017,4.00083878868403,1
0.0018,5.91977671144913,1
0.0019,7.22830793721479,1
0.002,0.0056207675024769,1
0.0021,0.00199990769781781,1
0.0022,1.40768051738065,1
0.0023,2.70418571497614,1
0.0024,2.90606948879463,1
0.0025,0.00268839038377632,1
0.0026,0.00200100467669291,1
0.0027,1.40768358375698,1
0.0028,1.2983676422294,1
0.0029,1.60943745545276,1
0.003,0.00180313105974431,1
0.0031,0.00100071325306853,1
0.0032,0.000999949899349428,1
0.0033,0.000929621120871332,1
0.0034,0.000864753843134056,1
0.0035,4.31807131848853e-07,1
0.0036,3.99732267035088e-10,1
0.0037,0.000999449950597231,1
0.0038,0.000929143644815234,1
0.0039,-1.40496008106218,1
0.004,-1.29585385164341,1
0.0041,-1.60715750919958,1
0.0042,-2.86345299203297,1
0.0043,-2.61864912855214,1
0.0044,-4.21270524274638,1
0.0045,-3.84236745746411,1
0.0046,-5.32256927776428,1
0.0047,-6.27114533959908,1
0.0048,-6.14116049173759,1
0.0049,-7.42231258954358,1
0.005,-8.17326135963776,1
0.0051,-9.29895175563957,1
0.0052,-8.88726093489479,1
0.0053,-8.50381777102167,1
0.0054,-9.11845057159919,1
0.0055,-9.70975927833217,1
0.0056,-10.6890050515465,1
0.0057,-10.1479841939776,1
0.0058,-11.0515654373952,1
0.0059,-11.460929878301,1
0.006,-12.273270434938,1
0.0061,-11.5848501223366,1
0.0062,-10.9472078391413,1
0.0063,-11.3345085455283,1
0.0064,-11.7172424550838,1
0.0065,-12.5051536921871,1
0.0066,-11.7951590483701,1
0.0067,-11.1376989426816,1
0.0068,-11.5072764282968,1
0.0069,-10.4582544771762,1
0.007,-11.322916652697,1
0.0071,-10.2910474669589,1
0.0072,-8.35961685609617,1
0.0073,-7.56023047711552,1
0.0074,-6.42496002125744,1
0.0075,-7.23300896644053,1
0.0076,-6.58166325644755,1
0.0077,-4.99535236000371,1
0.0078,-3.10315105466836,1
0.0079,-0.930193249360909,1
0.008,-0.390168221564951,1
0.0081,0.100618992347191,1
0.0082,0.00104969457411193,1
0.0083,0.00199944710450749,1
0.0084,0.00100044929759523,1
0.0085,0.00093009583495243,1
0.0086,0.000864751965117713,1
0.0087,1.40660914582031,1
0.0088,0.00247589205988824,1
0.0089,0.00100137686580319,1
0.009,1.40675493453735,1
0.0091,2.70332775324934,1
0.0092,4.31111618436396,1
0.0093,0.00416405217731771,1
0.0094,2.81592464939633,1
0.0095,4.00083502118417,1
0.0096,5.91977329314962,1
0.0097,7.22830483869055,1
0.0098,9.82091593056558,1
0.0099,0.00668999424845358,1
0.01,1.41284375717233,1
0.0101,2.7042018295814,1
0.0102,5.71773376918733,1
0.0103,8.5100071091254,1
0.0104,0.00625447144365805,1
0.0105,1.41248443888361,1
0.0106,4.1100260110278,1
0.0107,7.05361638676472,1
0.0108,8.71013577327559,1
0.0109,0.00661810214498302,1
0.011,2.81815037562989,1
0.0111,5.44782357035372,1
0.0112,7.25374531720318,1
0.0113,8.90736424374045,1
0.0114,0.0064592128498724,1
0.0115,2.81800626942913,1
0.0116,4.00083879407341,1
0.0117,5.91977671502866,1
0.0118,7.22830794219704,1
0.0119,0.00562076723381587,1
0.012,0.0019999075874711,1
0.0121,1.40768052264804,1
0.0122,2.70418571837099,1
0.0123,4.31189432471992,1
0.0124,0.00316499076549153,1
0.0125,0.00200193227093821,1
0.0126,1.40768358989857,1
0.0127,1.29836765087206,1
0.0128,1.60943746353194,1
0.0129,0.00180313102468321,1
0.013,0.00100071319705034,1
0.0131,0.000999949843354027,1
0.0132,0.000929624907942713,1
0.0133,0.000864755899801326,1
0.0134,4.31790222986969e-07,1
0.0135,3.65093837540603e-10,1
0.0136,0.000999449883335604,1
0.0137,0.000929148905736746,1
0.0138,-1.40496007092539,1
0.0139,-1.29585384058119,1
0.014,-1.60715749241205,1
0.0141,-1.45762813940367,1
0.0142,-1.32043653445325,1
0.0143,-2.60340842192126,1
0.0144,-2.38137108421716,1
0.0145,-3.99750345184993,1
0.0146,-5.07079435734216,1
0.0147,-5.05248970735032,1
0.0148,-6.43622938094331,1
0.0149,-7.27998803780609,1
0.015,-8.4908168920074,1
0.0151,-8.15431462875757,1
0.0152,-7.83993842561141,1
0.0153,-8.51633830441534,1
0.0154,-9.16431765334982,1
0.0155,-10.1955498180015,1
0.0156,-9.70043984328998,1
0.0157,-9.24036922940907,1
0.0158,-9.78647355196836,1
0.0159,-10.3149081035539,1
0.016,-9.80869308534559,1
0.0161,-9.33842155580404,1
0.0162,-9.87540312886639,1
0.0163,-10.3954676518592,1
0.0164,-11.3093581040541,1
0.0165,-10.7106198311668,1
0.0166,-10.1553579758192,1
0.0167,-10.6163320910725,1
0.0168,-9.65020325990833,1
0.0169,-10.5900462106254,1
0.017,-9.62636301405881,1
0.0171,-9.16259921974334,1
0.0172,-8.30021775308677,1
0.0173,-7.52796858407051,1
0.0174,-8.22441814945436,1
0.0175,-7.48083209963491,1
0.0176,-5.8108628700344,1
0.0177,-5.24861160005529,1
0.0178,-4.32841329159562,1
0.0179,-3.92102413895068,1
0.018,-3.55621350598363,1
0.0181,-1.81527968207389,1
0.0182,0.000867024837471419,1
0.0183,0.000999847756967079,1
0.0184,0.000930100433707856,1
0.0185,0.00086475671128809,1
0.0186,1.40660915165557,1
0.0187,0.00247589195902966,1
0.0188,0.00100137685417822,1
0.0189,1.40675492932997,1
0.019,2.70332774840623,1
0.0191,4.31111617832043,1
0.0192,0.00416405196866286,1
0.0193,2.81592464945131,1
